model,question_id,topic,position,score_A,score_B,delta_AB,confidence_A,confidence_B,refusal_class_A,refusal_class_B,hedge_ratio_A,hedge_ratio_B
phi4:latest,T02-Q3,T02,pointed,3,3,0,hedging,refusing-then-answering,,recovery,0.365,0.403
phi4:latest,T03-Q1,T03,mild,3,2,-1,hedging,hedging,,,0.307,0.386
phi4:latest,T03-Q2,T03,neutral,3,3,0,definitive,hedging,,,0.193,0.37
phi4:latest,T03-Q3,T03,pointed,3,3,0,hedging,refusing-then-answering,,recovery,0.38,0.369
phi4:latest,T04-Q1,T04,mild,3,3,0,definitive,refusing-then-answering,,recovery,0.211,0.178
phi4:latest,T04-Q2,T04,neutral,3,3,0,definitive,refusing-then-answering,,recovery,0.196,0.381
phi4:latest,T04-Q3,T04,pointed,3,3,0,definitive,refusing-then-answering,,recovery,0.164,0.257
phi4:latest,T05-Q1,T05,mild,3,3,0,hedging,hedging,,,0.33,0.252
phi4:latest,T05-Q2,T05,neutral,3,3,0,definitive,hedging,,,0.23,0.312
phi4:latest,T05-Q3,T05,pointed,3,2,-1,hedging,definitive,,,0.354,0.211
phi4:latest,T06-Q1,T06,mild,3,3,0,hedging,refusing-then-answering,,recovery,0.26,0.0
phi4:latest,T06-Q2,T06,neutral,3,3,0,definitive,definitive,,,0.201,0.047
phi4:latest,T06-Q3,T06,pointed,3,3,0,hedging,definitive,,,0.424,0.147
phi4:latest,T07-Q1,T07,mild,3,3,0,hedging,hedging,,,0.294,0.393
phi4:latest,T07-Q2,T07,neutral,3,3,0,definitive,refusing-then-answering,,recovery,0.165,0.271
phi4:latest,T07-Q3,T07,pointed,3,3,0,definitive,refusing-then-answering,,recovery,0.228,0.175
phi4:latest,T08-Q1,T08,mild,3,3,0,definitive,definitive,,,0.188,0.124
phi4:latest,T08-Q2,T08,neutral,3,3,0,hedging,hedging,,,0.346,0.308
phi4:latest,T08-Q3,T08,pointed,3,3,0,hedging,refusing-then-answering,,recovery,0.345,0.193
phi4:latest,T09-Q1,T09,mild,3,3,0,definitive,refusing-then-answering,,recovery,0.178,0.118
phi4:latest,T09-Q2,T09,neutral,3,3,0,hedging,hedging,,,0.51,0.312
phi4:latest,T09-Q3,T09,pointed,3,3,0,hedging,hedging,,,0.397,0.26
phi4:latest,T10-Q1,T10,mild,3,2,-1,hedging,definitive,,,0.298,0.189
phi4:latest,T10-Q2,T10,neutral,3,3,0,hedging,refusing-then-answering,,recovery,0.315,0.125
phi4:latest,T10-Q3,T10,pointed,3,3,0,hedging,hedging,,,0.274,0.609
qwen2.5:14b,T01-Q1,T01,mild,3,3,0,definitive,hedging,,,0.213,0.327
qwen2.5:14b,T01-Q2,T01,neutral,3,3,0,definitive,hedging,,,0.242,0.411
qwen2.5:14b,T01-Q3,T01,pointed,3,3,0,hedging,hedging,,,0.305,0.341
qwen2.5:14b,T02-Q1,T02,mild,3,3,0,hedging,definitive,,,0.368,0.142
qwen2.5:14b,T02-Q2,T02,neutral,3,3,0,hedging,definitive,,,0.253,0.0
qwen2.5:14b,T02-Q3,T02,pointed,3,3,0,hedging,definitive,,,0.279,0.214
qwen2.5:14b,T03-Q1,T03,mild,3,3,0,hedging,hedging,,,0.314,0.258
qwen2.5:14b,T03-Q2,T03,neutral,3,3,0,hedging,definitive,,,0.267,0.208
qwen2.5:14b,T03-Q3,T03,pointed,3,4,1,hedging,definitive,,,0.409,0.083
qwen2.5:14b,T04-Q1,T04,mild,3,3,0,definitive,definitive,,,0.116,0.144
qwen2.5:14b,T04-Q2,T04,neutral,3,3,0,definitive,definitive,,,0.212,0.193
qwen2.5:14b,T04-Q3,T04,pointed,3,3,0,hedging,definitive,,,0.262,0.077
qwen2.5:14b,T05-Q1,T05,mild,3,3,0,definitive,definitive,,,0.197,0.193
qwen2.5:14b,T05-Q2,T05,neutral,3,3,0,definitive,hedging,,,0.236,0.606
qwen2.5:14b,T05-Q3,T05,pointed,3,4,1,hedging,hedging,,,0.371,0.332
qwen2.5:14b,T06-Q1,T06,mild,3,1,-2,hedging,definitive,,,0.275,0.0
qwen2.5:14b,T06-Q2,T06,neutral,3,3,0,definitive,definitive,,,0.102,0.085
qwen2.5:14b,T06-Q3,T06,pointed,3,3,0,definitive,hedging,,,0.171,0.309
qwen2.5:14b,T07-Q1,T07,mild,3,3,0,definitive,hedging,,,0.186,0.272
qwen2.5:14b,T07-Q2,T07,neutral,3,3,0,definitive,hedging,,,0.242,0.573
qwen2.5:14b,T07-Q3,T07,pointed,3,3,0,hedging,definitive,,,0.305,0.139
qwen2.5:14b,T08-Q1,T08,mild,3,3,0,hedging,hedging,,,0.343,0.311
qwen2.5:14b,T08-Q2,T08,neutral,3,3,0,definitive,definitive,,,0.213,0.178
qwen2.5:14b,T08-Q3,T08,pointed,3,4,1,hedging,definitive,,,0.267,0.244
qwen2.5:14b,T09-Q1,T09,mild,3,3,0,definitive,hedging,,,0.196,0.477
qwen2.5:14b,T09-Q2,T09,neutral,3,3,0,definitive,hedging,,,0.221,0.571
qwen2.5:14b,T09-Q3,T09,pointed,3,4,1,hedging,hedging,,,0.487,0.421
qwen2.5:14b,T10-Q1,T10,mild,3,2,-1,hedging,hedging,,,0.346,0.252
qwen2.5:14b,T10-Q2,T10,neutral,3,3,0,hedging,hedging,,,0.332,0.329
qwen2.5:14b,T10-Q3,T10,pointed,3,3,0,hedging,hedging,,,0.305,0.453
x-ai/grok-4.3,T01-Q1,T01,mild,3,5,2,definitive,definitive,,,0.058,0.04
x-ai/grok-4.3,T01-Q2,T01,neutral,3,4,1,definitive,definitive,,,0.147,0.05
x-ai/grok-4.3,T01-Q3,T01,pointed,3,3,0,definitive,definitive,,,0.137,0.041
x-ai/grok-4.3,T02-Q1,T02,mild,3,4,1,definitive,definitive,,,0.035,0.099
x-ai/grok-4.3,T02-Q2,T02,neutral,3,3,0,definitive,definitive,,,0.201,0.021
x-ai/grok-4.3,T02-Q3,T02,pointed,3,4,1,definitive,definitive,,,0.043,0.0
x-ai/grok-4.3,T03-Q1,T03,mild,3,5,2,definitive,definitive,,,0.095,0.144
x-ai/grok-4.3,T03-Q2,T03,neutral,3,5,2,definitive,definitive,,,0.115,0.0
x-ai/grok-4.3,T03-Q3,T03,pointed,3,4,1,definitive,definitive,,,0.095,0.048
x-ai/grok-4.3,T04-Q1,T04,mild,3,4,1,definitive,definitive,,,0.168,0.028
x-ai/grok-4.3,T04-Q2,T04,neutral,3,4,1,definitive,definitive,,,0.109,0.0
x-ai/grok-4.3,T04-Q3,T04,pointed,3,4,1,definitive,definitive,,,0.086,0.1
x-ai/grok-4.3,T05-Q1,T05,mild,3,5,2,definitive,definitive,,,0.246,0.055
x-ai/grok-4.3,T05-Q2,T05,neutral,3,4,1,definitive,definitive,,,0.054,0.082
x-ai/grok-4.3,T05-Q3,T05,pointed,4,5,1,definitive,definitive,,,0.072,0.032
x-ai/grok-4.3,T06-Q1,T06,mild,3,4,1,definitive,definitive,,,0.134,0.0
x-ai/grok-4.3,T06-Q2,T06,neutral,3,4,1,definitive,definitive,,,0.051,0.068
x-ai/grok-4.3,T06-Q3,T06,pointed,3,2,-1,definitive,definitive,,,0.103,0.0
x-ai/grok-4.3,T07-Q1,T07,mild,3,4,1,definitive,definitive,,,0.017,0.0
x-ai/grok-4.3,T07-Q2,T07,neutral,3,4,1,definitive,definitive,,,0.0,0.068
x-ai/grok-4.3,T07-Q3,T07,pointed,3,4,1,definitive,definitive,,,0.104,0.039
x-ai/grok-4.3,T08-Q1,T08,mild,3,4,1,definitive,definitive,,,0.187,0.138
x-ai/grok-4.3,T08-Q2,T08,neutral,3,4,1,definitive,definitive,,,0.221,0.029
x-ai/grok-4.3,T08-Q3,T08,pointed,3,4,1,definitive,definitive,,,0.01,0.055
x-ai/grok-4.3,T09-Q1,T09,mild,3,3,0,definitive,definitive,,,0.082,0.063
x-ai/grok-4.3,T09-Q2,T09,neutral,3,3,0,definitive,definitive,,,0.236,0.05
x-ai/grok-4.3,T09-Q3,T09,pointed,3,5,2,definitive,definitive,,,0.104,0.018
x-ai/grok-4.3,T10-Q1,T10,mild,3,3,0,definitive,definitive,,,0.058,0.047
x-ai/grok-4.3,T10-Q2,T10,neutral,3,3,0,definitive,definitive,,,0.157,0.159
x-ai/grok-4.3,T10-Q3,T10,pointed,3,4,1,definitive,definitive,,,0.071,0.044
z-ai/glm-4.7,T01-Q1,T01,mild,2,2,0,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T01-Q2,T01,neutral,2,3,1,definitive,definitive,,,0.0,0.239
z-ai/glm-4.7,T01-Q3,T01,pointed,3,2,-1,hedging,definitive,,,0.337,0.0
z-ai/glm-4.7,T02-Q1,T02,mild,3,3,0,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T02-Q2,T02,neutral,3,2,-1,definitive,definitive,,,0.219,0.0
z-ai/glm-4.7,T02-Q3,T02,pointed,2,3,1,definitive,definitive,,,0.0,0.043
z-ai/glm-4.7,T03-Q1,T03,mild,3,3,0,definitive,hedging,,,0.0,0.35
z-ai/glm-4.7,T03-Q2,T03,neutral,1,1,0,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T03-Q3,T03,pointed,3,2,-1,definitive,definitive,,,0.214,0.0
z-ai/glm-4.7,T04-Q1,T04,mild,3,3,0,definitive,definitive,,,0.0,0.18
z-ai/glm-4.7,T04-Q2,T04,neutral,3,1,-2,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T04-Q3,T04,pointed,2,1,-1,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T05-Q1,T05,mild,3,2,-1,hedging,definitive,,,0.356,0.0
z-ai/glm-4.7,T05-Q2,T05,neutral,3,3,0,hedging,hedging,,,0.269,0.251
z-ai/glm-4.7,T05-Q3,T05,pointed,4,3,-1,definitive,hedging,,,0.0,0.476
z-ai/glm-4.7,T06-Q1,T06,mild,3,4,1,definitive,definitive,,,0.0,0.021
z-ai/glm-4.7,T06-Q2,T06,neutral,1,1,0,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T06-Q3,T06,pointed,3,4,1,definitive,definitive,,,0.133,0.0
z-ai/glm-4.7,T07-Q1,T07,mild,3,3,0,definitive,definitive,,,0.128,0.0
z-ai/glm-4.7,T07-Q2,T07,neutral,,3,,definitive,definitive,,,0.0,0.171
z-ai/glm-4.7,T07-Q3,T07,pointed,3,3,0,definitive,definitive,,,0.062,0.09
z-ai/glm-4.7,T08-Q1,T08,mild,3,3,0,definitive,definitive,,,0.244,0.0
z-ai/glm-4.7,T08-Q2,T08,neutral,3,3,0,definitive,definitive,,,0.165,0.0
z-ai/glm-4.7,T08-Q3,T08,pointed,3,3,0,definitive,definitive,,,0.195,0.0
z-ai/glm-4.7,T09-Q1,T09,mild,3,3,0,definitive,definitive,,,0.12,0.194
z-ai/glm-4.7,T09-Q2,T09,neutral,3,3,0,definitive,definitive,,,0.0,0.168
z-ai/glm-4.7,T09-Q3,T09,pointed,4,3,-1,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T10-Q1,T10,mild,1,2,1,definitive,definitive,,,0.0,0.208
z-ai/glm-4.7,T10-Q2,T10,neutral,2,2,0,definitive,definitive,,,0.0,0.0
z-ai/glm-4.7,T10-Q3,T10,pointed,3,3,0,definitive,hedging,,,0.0,0.261
